A	B	C	D	E	F	G	H	I	RESP
AWvgct	1639.0	678.0	6127.0	5.0	TuCZEm	DPIKud	xuoBel	4375.0	4195.0
HEBbwK	986.0	2308.0	2605.0	794.0	jithza	rIaMwY	pfmxrL	386.0	5833.0
JqymVN	5619.0	1114.0	818.0	5223.0	FElhOR	AWvgct	pfmxrL	417.0	1688.0
LHTxOM	1905.0	3363.0	6237.0	405.0	rIaMwY	TuCZEm	wLOZRO	4547.0	4397.0
jithza	2354.0	4257.0	3126.0	4566.0	HEBbwK	CBcUxf	FElhOR	662.0	891.0
StAyqw	2471.0	329.0	2582.0	922.0	IrOLwQ	uHjRAr	xuoBel	300.0	1786.0
UPpvkc	984.0	7847.0	255.0	654.0	epcVJK	wLOZRO	ReOawA	9361.0	1860.0
jithza	99.0	800.0	1238.0	2263.0	NwlieP	StAyqw	StAyqw	1241.0	5.0
xuoBel	5654.0	986.0	5139.0	52.0	FElhOR	pfmxrL	rIaMwY	2668.0	6146.0
StAyqw	604.0	2016.0	1055.0	1853.0	HEBbwK	TuCZEm	WstBYV	3186.0	585.0
uHjRAr	830.0	3176.0	5925.0	4180.0	DJwYdl	cpWqOw	MdNHJO	314.0	2556.0
KVGcIg	2526.0	1961.0	356.0	2510.0	gkygIZ	wLOZRO	uHjRAr	1624.0	3950.0
epcVJK	4026.0	1714.0	2860.0	3490.0	eeVQAD	jithza	CBcUxf	1057.0	7042.0
wLOZRO	932.0	439.0	103.0	820.0	MdNHJO	epcVJK	LHTxOM	143.0	1862.0
DJwYdl	337.0	230.0	5870.0	1033.0	xuoBel	gkygIZ	KVGcIg	1620.0	291.0
CBcUxf	194.0	419.0	2404.0	4921.0	DPIKud	pfmxrL	HEBbwK	2624.0	2929.0
gkygIZ	6887.0	1779.0	2291.0	120.0	eeVQAD	epcVJK	NwlieP	4160.0	404.0
TuCZEm	1019.0	4549.0	389.0	8998.0	epcVJK	pfmxrL	uHjRAr	1487.0	2175.0
LHTxOM	3776.0	3890.0	31.0	4293.0	HEBbwK	ReOawA	jithza	1873.0	4357.0
WstBYV	625.0	4043.0	2696.0	937.0	UPpvkc	uHjRAr	StAyqw	4109.0	1700.0
rIaMwY	255.0	2782.0	410.0	209.0	pfmxrL	pfmxrL	DPIKud	26.0	4680.0
ZigqKk	793.0	1335.0	1157.0	4909.0	ReOawA	OhryCL	TuCZEm	1586.0	34.0
KVGcIg	7329.0	3585.0	3499.0	5726.0	gkygIZ	UPpvkc	IrOLwQ	5269.0	5983.0
KVGcIg	3985.0	108.0	1529.0	273.0	cpWqOw	gkygIZ	epcVJK	753.0	1525.0
AWvgct	322.0	2572.0	1086.0	3331.0	LHTxOM	MdNHJO	OhryCL	2111.0	1071.0
CBcUxf	2914.0	454.0	1531.0	1934.0	ReOawA	uHjRAr	ZigqKk	383.0	7112.0
KVGcIg	2311.0	3562.0	802.0	3045.0	pfmxrL	TuCZEm	OhryCL	56.0	4282.0
rIaMwY	1820.0	3500.0	3814.0	235.0	ReOawA	xuoBel	HEBbwK	1748.0	50.0
WstBYV	2775.0	2441.0	1140.0	708.0	AWvgct	AWvgct	ReOawA	389.0	896.0
UPpvkc	6630.0	2532.0	5252.0	62.0	UPpvkc	CBcUxf	wLOZRO	2526.0	65.0
jithza	444.0	948.0	5601.0	1511.0	ZigqKk	HEBbwK	CBcUxf	8.0	1188.0
jithza	3083.0	2268.0	7337.0	5980.0	NwlieP	MdNHJO	IrOLwQ	69.0	7171.0
CBcUxf	2716.0	2753.0	2761.0	7712.0	HEBbwK	UPpvkc	AWvgct	120.0	2032.0
pfmxrL	337.0	4382.0	1822.0	3586.0	wLOZRO	wLOZRO	xuoBel	443.0	5342.0
SYnotp	294.0	2794.0	2603.0	2742.0	MdNHJO	xuoBel	StAyqw	5492.0	70.0
rIaMwY	2688.0	1207.0	1044.0	481.0	StAyqw	UPpvkc	gkygIZ	535.0	6213.0
CBcUxf	6451.0	193.0	299.0	502.0	LHTxOM	MdNHJO	DPIKud	4072.0	3824.0
AWvgct	4756.0	778.0	4335.0	2364.0	wLOZRO	WstBYV	WstBYV	576.0	1473.0
KVGcIg	1868.0	323.0	1133.0	44.0	KVGcIg	UPpvkc	eeVQAD	4094.0	156.0
KVGcIg	2227.0	77.0	2568.0	293.0	ZigqKk	WstBYV	TuCZEm	1135.0	7518.0
TuCZEm	2216.0	1732.0	1468.0	4475.0	gkygIZ	FElhOR	JqymVN	566.0	1200.0
UPpvkc	2157.0	330.0	818.0	2002.0	IrOLwQ	CBcUxf	NwlieP	3541.0	96.0
KVGcIg	819.0	4671.0	2210.0	2931.0	MdNHJO	OhryCL	CBcUxf	144.0	2125.0
DJwYdl	4409.0	1243.0	2970.0	4886.0	IrOLwQ	ReOawA	eeVQAD	4036.0	482.0
KVGcIg	7740.0	7.0	1196.0	41.0	AWvgct	xuoBel	JqymVN	2274.0	4420.0
CBcUxf	1922.0	5294.0	5271.0	3611.0	NwlieP	ReOawA	DJwYdl	828.0	2161.0
SYnotp	2442.0	71.0	1159.0	3.0	KVGcIg	KVGcIg	eeVQAD	582.0	41.0
rIaMwY	648.0	4067.0	2736.0	633.0	epcVJK	StAyqw	StAyqw	609.0	5650.0
jithza	6581.0	6116.0	46.0	650.0	MdNHJO	DJwYdl	gkygIZ	4332.0	1299.0
jithza	3641.0	1023.0	1575.0	2104.0	DJwYdl	IrOLwQ	AWvgct	375.0	2682.0
SYnotp	4282.0	2405.0	1051.0	6526.0	KVGcIg	DPIKud	OhryCL	910.0	6772.0
AWvgct	5974.0	126.0	5139.0	3198.0	uHjRAr	SYnotp	wLOZRO	2100.0	3710.0
StAyqw	913.0	695.0	5535.0	942.0	MdNHJO	AWvgct	TuCZEm	3362.0	3010.0
UPpvkc	4607.0	1039.0	4810.0	2343.0	eeVQAD	NwlieP	MdNHJO	3633.0	1144.0
pfmxrL	4060.0	3335.0	438.0	971.0	eeVQAD	wLOZRO	gkygIZ	1775.0	525.0
xuoBel	336.0	5436.0	3115.0	3209.0	SYnotp	OhryCL	eeVQAD	1008.0	636.0
OhryCL	1821.0	5970.0	3579.0	218.0	pfmxrL	rIaMwY	KVGcIg	751.0	2830.0
HEBbwK	3970.0	1051.0	2346.0	4301.0	WstBYV	pfmxrL	ZigqKk	121.0	6747.0
StAyqw	5352.0	1942.0	1089.0	2474.0	SYnotp	cpWqOw	TuCZEm	4117.0	2076.0
UPpvkc	1035.0	469.0	1112.0	9278.0	pfmxrL	NwlieP	WstBYV	713.0	3798.0
IrOLwQ	7322.0	2248.0	5476.0	706.0	xuoBel	epcVJK	StAyqw	2208.0	948.0
uHjRAr	6815.0	3539.0	1295.0	500.0	AWvgct	KVGcIg	SYnotp	4773.0	3812.0
AWvgct	2352.0	16.0	2737.0	2247.0	LHTxOM	ZigqKk	DJwYdl	1067.0	1881.0
MdNHJO	3220.0	505.0	703.0	1282.0	KVGcIg	pfmxrL	CBcUxf	495.0	3168.0
ZigqKk	2950.0	7655.0	1391.0	1049.0	AWvgct	UPpvkc	wLOZRO	3299.0	189.0
gkygIZ	542.0	853.0	3179.0	7146.0	gkygIZ	MdNHJO	HEBbwK	6092.0	7381.0
NwlieP	4112.0	53.0	3154.0	3619.0	TuCZEm	xuoBel	ReOawA	319.0	766.0
gkygIZ	1259.0	801.0	971.0	3844.0	cpWqOw	IrOLwQ	eeVQAD	8453.0	3427.0
NwlieP	105.0	3873.0	5222.0	549.0	TuCZEm	IrOLwQ	WstBYV	481.0	1997.0
xuoBel	11.0	20.0	1069.0	265.0	cpWqOw	gkygIZ	SYnotp	3606.0	2468.0
MdNHJO	5583.0	758.0	590.0	463.0	epcVJK	KVGcIg	FElhOR	132.0	956.0
JqymVN	3552.0	1104.0	195.0	903.0	IrOLwQ	wLOZRO	UPpvkc	369.0	6111.0
CBcUxf	4546.0	5765.0	6069.0	5925.0	TuCZEm	cpWqOw	SYnotp	1298.0	2230.0
xuoBel	3091.0	3592.0	535.0	818.0	TuCZEm	FElhOR	TuCZEm	2473.0	4122.0
MdNHJO	8776.0	1628.0	1175.0	2004.0	ReOawA	TuCZEm	wLOZRO	7758.0	3705.0
TuCZEm	2916.0	1653.0	110.0	310.0	CBcUxf	SYnotp	jithza	4393.0	323.0
MdNHJO	468.0	4288.0	634.0	3726.0	rIaMwY	uHjRAr	DPIKud	2829.0	1127.0
gkygIZ	3976.0	6712.0	5114.0	1190.0	ReOawA	cpWqOw	UPpvkc	62.0	1577.0
NwlieP	3562.0	1746.0	1822.0	5435.0	HEBbwK	jithza	epcVJK	714.0	20.0
OhryCL	492.0	1548.0	3267.0	3816.0	StAyqw	AWvgct	HEBbwK	3062.0	760.0
FElhOR	246.0	143.0	2208.0	1061.0	IrOLwQ	jithza	MdNHJO	253.0	538.0
wLOZRO	2587.0	2414.0	298.0	2058.0	TuCZEm	StAyqw	cpWqOw	1702.0	3272.0
NwlieP	3778.0	2380.0	2875.0	708.0	MdNHJO	uHjRAr	ZigqKk	8569.0	1279.0
AWvgct	2197.0	422.0	6.0	3073.0	ReOawA	FElhOR	JqymVN	471.0	3674.0
ReOawA	61.0	971.0	2165.0	155.0	wLOZRO	wLOZRO	DJwYdl	1802.0	1073.0
TuCZEm	5973.0	3951.0	4212.0	4204.0	CBcUxf	OhryCL	DPIKud	527.0	2925.0
jithza	439.0	358.0	2236.0	4101.0	WstBYV	NwlieP	IrOLwQ	5906.0	695.0
WstBYV	483.0	1026.0	2977.0	3668.0	KVGcIg	NwlieP	NwlieP	2284.0	3120.0
uHjRAr	5557.0	951.0	2430.0	115.0	ReOawA	wLOZRO	cpWqOw	2441.0	8619.0
StAyqw	3567.0	1663.0	6166.0	2091.0	DJwYdl	xuoBel	xuoBel	1850.0	1698.0
pfmxrL	2392.0	1606.0	2189.0	3508.0	uHjRAr	StAyqw	FElhOR	1527.0	4747.0
jithza	7330.0	445.0	3057.0	6842.0	jithza	TuCZEm	pfmxrL	568.0	2713.0
JqymVN	2006.0	5349.0	39.0	799.0	JqymVN	AWvgct	ZigqKk	2885.0	550.0
CBcUxf	3749.0	6239.0	4191.0	814.0	ReOawA	CBcUxf	IrOLwQ	6069.0	1390.0
UPpvkc	1761.0	4511.0	0.0	220.0	HEBbwK	TuCZEm	JqymVN	19.0	4230.0
epcVJK	385.0	3518.0	2749.0	434.0	KVGcIg	JqymVN	HEBbwK	1720.0	23.0
HEBbwK	2035.0	694.0	2732.0	7356.0	WstBYV	cpWqOw	pfmxrL	4254.0	2685.0
IrOLwQ	1286.0	2944.0	2932.0	4081.0	IrOLwQ	CBcUxf	ZigqKk	3435.0	3766.0
OhryCL	155.0	2386.0	3312.0	48.0	ZigqKk	LHTxOM	wLOZRO	1379.0	950.0
IrOLwQ	7144.0	1206.0	6932.0	4060.0	FElhOR	epcVJK	rIaMwY	21.0	3635.0
DJwYdl	5059.0	1880.0	175.0	3748.0	DJwYdl	eeVQAD	jithza	4868.0	2505.0
NwlieP	1210.0	5139.0	15.0	2194.0	FElhOR	NwlieP	OhryCL	2843.0	1102.0
WstBYV	381.0	114.0	1051.0	904.0	ReOawA	OhryCL	IrOLwQ	8244.0	372.0
DPIKud	399.0	600.0	751.0	360.0	AWvgct	jithza	jithza	3799.0	524.0
eeVQAD	1580.0	3373.0	1527.0	158.0	DPIKud	epcVJK	DPIKud	7.0	595.0
xuoBel	2300.0	1909.0	2422.0	584.0	AWvgct	AWvgct	DPIKud	2149.0	235.0
TuCZEm	5983.0	2955.0	2232.0	400.0	CBcUxf	LHTxOM	xuoBel	5949.0	820.0
UPpvkc	707.0	630.0	4266.0	8622.0	DPIKud	SYnotp	DPIKud	1363.0	734.0
uHjRAr	2477.0	968.0	120.0	168.0	DPIKud	rIaMwY	StAyqw	914.0	2489.0
uHjRAr	1614.0	422.0	11.0	2668.0	DPIKud	xuoBel	ZigqKk	8153.0	193.0
MdNHJO	3666.0	10.0	708.0	1749.0	NwlieP	DJwYdl	ReOawA	129.0	1175.0
DJwYdl	1272.0	91.0	984.0	121.0	pfmxrL	UPpvkc	uHjRAr	400.0	3357.0
pfmxrL	7353.0	441.0	505.0	4966.0	CBcUxf	WstBYV	wLOZRO	389.0	93.0
wLOZRO	3242.0	701.0	3720.0	776.0	DJwYdl	uHjRAr	SYnotp	1122.0	2722.0
LHTxOM	240.0	2417.0	598.0	3426.0	epcVJK	KVGcIg	wLOZRO	4558.0	3195.0
LHTxOM	1843.0	6647.0	2694.0	1050.0	cpWqOw	IrOLwQ	gkygIZ	665.0	5216.0
KVGcIg	1369.0	2627.0	1107.0	4625.0	FElhOR	uHjRAr	HEBbwK	4854.0	541.0
FElhOR	848.0	1202.0	2693.0	2587.0	uHjRAr	CBcUxf	gkygIZ	6117.0	1569.0
UPpvkc	7838.0	484.0	8063.0	1905.0	OhryCL	WstBYV	rIaMwY	2485.0	2600.0
epcVJK	1200.0	1183.0	2844.0	3055.0	TuCZEm	eeVQAD	HEBbwK	3096.0	1222.0
ReOawA	263.0	8219.0	3026.0	164.0	uHjRAr	uHjRAr	DPIKud	4563.0	1163.0
rIaMwY	1349.0	1250.0	3263.0	506.0	uHjRAr	ZigqKk	AWvgct	3411.0	984.0
wLOZRO	1409.0	757.0	1234.0	433.0	StAyqw	TuCZEm	CBcUxf	913.0	73.0
jithza	5789.0	54.0	943.0	8432.0	IrOLwQ	OhryCL	UPpvkc	2340.0	1920.0
ZigqKk	650.0	2736.0	5275.0	1829.0	JqymVN	UPpvkc	UPpvkc	1546.0	718.0
SYnotp	1432.0	1340.0	2250.0	1670.0	StAyqw	HEBbwK	cpWqOw	271.0	1580.0
CBcUxf	5988.0	91.0	7079.0	523.0	HEBbwK	CBcUxf	NwlieP	9394.0	5471.0
AWvgct	3011.0	957.0	2136.0	1552.0	SYnotp	NwlieP	ReOawA	1765.0	1103.0
StAyqw	8196.0	9168.0	5088.0	8022.0	DPIKud	DJwYdl	KVGcIg	2635.0	295.0
StAyqw	680.0	2667.0	4219.0	1766.0	epcVJK	pfmxrL	xuoBel	1062.0	6256.0
eeVQAD	101.0	7.0	20.0	1053.0	TuCZEm	MdNHJO	IrOLwQ	3136.0	6620.0
pfmxrL	4922.0	3099.0	2346.0	2676.0	HEBbwK	NwlieP	WstBYV	2314.0	4436.0
TuCZEm	1034.0	5604.0	6035.0	124.0	StAyqw	OhryCL	eeVQAD	922.0	54.0
MdNHJO	1280.0	1887.0	135.0	2645.0	WstBYV	KVGcIg	HEBbwK	3827.0	3307.0
LHTxOM	44.0	52.0	4165.0	239.0	pfmxrL	eeVQAD	xuoBel	2786.0	1671.0
IrOLwQ	28.0	3962.0	273.0	116.0	StAyqw	eeVQAD	rIaMwY	1206.0	2248.0
IrOLwQ	4926.0	713.0	2951.0	3392.0	DJwYdl	StAyqw	SYnotp	742.0	313.0
uHjRAr	90.0	2992.0	743.0	2099.0	CBcUxf	CBcUxf	pfmxrL	1525.0	6891.0
rIaMwY	3658.0	4660.0	978.0	3916.0	TuCZEm	ZigqKk	DPIKud	8697.0	3588.0
UPpvkc	710.0	554.0	1198.0	113.0	KVGcIg	jithza	pfmxrL	3775.0	2397.0
epcVJK	438.0	1439.0	940.0	1094.0	OhryCL	MdNHJO	WstBYV	2474.0	1157.0
UPpvkc	4770.0	2184.0	852.0	1554.0	MdNHJO	IrOLwQ	jithza	2780.0	1829.0
NwlieP	539.0	7008.0	1517.0	1159.0	TuCZEm	cpWqOw	UPpvkc	1777.0	3542.0
MdNHJO	3625.0	7528.0	607.0	5905.0	HEBbwK	ZigqKk	UPpvkc	5081.0	8347.0
StAyqw	898.0	1635.0	786.0	863.0	jithza	JqymVN	HEBbwK	716.0	2563.0
JqymVN	519.0	5107.0	2527.0	611.0	StAyqw	jithza	DPIKud	1540.0	7366.0
DPIKud	1148.0	1200.0	1010.0	1010.0	ZigqKk	KVGcIg	UPpvkc	528.0	138.0
ZigqKk	147.0	634.0	2007.0	2112.0	DPIKud	wLOZRO	KVGcIg	848.0	141.0
KVGcIg	2365.0	742.0	7454.0	1507.0	FElhOR	IrOLwQ	cpWqOw	1283.0	1532.0
StAyqw	6316.0	867.0	6420.0	2168.0	pfmxrL	cpWqOw	ReOawA	2769.0	8571.0
LHTxOM	6462.0	5223.0	8939.0	686.0	FElhOR	cpWqOw	uHjRAr	2945.0	1547.0
pfmxrL	351.0	2092.0	2734.0	2348.0	JqymVN	TuCZEm	DJwYdl	3773.0	3718.0
xuoBel	2459.0	283.0	1017.0	1140.0	rIaMwY	FElhOR	ZigqKk	1651.0	588.0
ZigqKk	425.0	164.0	1504.0	3036.0	TuCZEm	WstBYV	epcVJK	1954.0	4325.0
WstBYV	917.0	308.0	2144.0	6208.0	xuoBel	xuoBel	ReOawA	689.0	990.0
OhryCL	1631.0	1794.0	4429.0	7340.0	StAyqw	MdNHJO	HEBbwK	2048.0	7515.0
rIaMwY	2784.0	7.0	1628.0	559.0	LHTxOM	JqymVN	SYnotp	7127.0	347.0
OhryCL	1416.0	1486.0	416.0	1969.0	xuoBel	IrOLwQ	MdNHJO	280.0	565.0
NwlieP	1151.0	2191.0	2006.0	3270.0	SYnotp	JqymVN	TuCZEm	1170.0	1513.0
IrOLwQ	1018.0	635.0	5652.0	224.0	eeVQAD	xuoBel	jithza	3241.0	1911.0
StAyqw	3163.0	428.0	94.0	4320.0	WstBYV	SYnotp	epcVJK	701.0	1031.0
HEBbwK	581.0	4640.0	7524.0	567.0	epcVJK	jithza	uHjRAr	122.0	1096.0
DJwYdl	1588.0	5862.0	929.0	5116.0	rIaMwY	FElhOR	JqymVN	4379.0	1196.0
eeVQAD	3660.0	100.0	1766.0	1534.0	StAyqw	DJwYdl	xuoBel	761.0	2119.0
ZigqKk	4472.0	3024.0	3215.0	3626.0	SYnotp	MdNHJO	epcVJK	970.0	5950.0
IrOLwQ	589.0	815.0	1130.0	1109.0	WstBYV	DJwYdl	xuoBel	124.0	7266.0
cpWqOw	6106.0	3694.0	527.0	7775.0	TuCZEm	CBcUxf	CBcUxf	1623.0	7160.0
FElhOR	6013.0	565.0	3617.0	116.0	CBcUxf	LHTxOM	FElhOR	139.0	990.0
ReOawA	797.0	548.0	834.0	1988.0	KVGcIg	uHjRAr	DPIKud	392.0	5428.0
JqymVN	777.0	1886.0	3345.0	2783.0	SYnotp	cpWqOw	MdNHJO	44.0	29.0
eeVQAD	2120.0	5171.0	887.0	339.0	NwlieP	AWvgct	CBcUxf	82.0	703.0
TuCZEm	512.0	11.0	177.0	576.0	ZigqKk	rIaMwY	jithza	1819.0	1115.0
NwlieP	1733.0	170.0	290.0	868.0	LHTxOM	xuoBel	gkygIZ	3575.0	1113.0
xuoBel	3122.0	3546.0	4668.0	1492.0	NwlieP	OhryCL	FElhOR	6125.0	2544.0
HEBbwK	6328.0	8497.0	163.0	3772.0	epcVJK	rIaMwY	OhryCL	833.0	4251.0
uHjRAr	1003.0	3657.0	2564.0	2018.0	UPpvkc	StAyqw	DPIKud	3124.0	1296.0
wLOZRO	705.0	68.0	5502.0	5993.0	DJwYdl	DJwYdl	jithza	2071.0	520.0
SYnotp	6841.0	247.0	550.0	223.0	WstBYV	FElhOR	WstBYV	1597.0	5388.0
wLOZRO	3989.0	1035.0	580.0	2490.0	CBcUxf	eeVQAD	SYnotp	991.0	273.0
UPpvkc	235.0	2301.0	16.0	791.0	DPIKud	jithza	DJwYdl	2776.0	1302.0
ZigqKk	477.0	384.0	3162.0	330.0	JqymVN	TuCZEm	CBcUxf	2616.0	668.0
JqymVN	1566.0	2280.0	5416.0	1391.0	TuCZEm	jithza	eeVQAD	1971.0	2314.0
CBcUxf	553.0	7674.0	769.0	1402.0	FElhOR	WstBYV	rIaMwY	8280.0	3951.0
UPpvkc	2847.0	623.0	4865.0	227.0	LHTxOM	rIaMwY	jithza	95.0	8445.0
uHjRAr	1907.0	762.0	4335.0	2420.0	ZigqKk	gkygIZ	rIaMwY	4272.0	425.0
DPIKud	4640.0	4743.0	1384.0	820.0	wLOZRO	FElhOR	DPIKud	1118.0	5159.0
rIaMwY	6371.0	3845.0	1131.0	2364.0	WstBYV	gkygIZ	OhryCL	3443.0	20.0
eeVQAD	1731.0	494.0	3094.0	1319.0	HEBbwK	OhryCL	KVGcIg	130.0	198.0
NwlieP	4270.0	2146.0	4193.0	3269.0	MdNHJO	CBcUxf	SYnotp	3675.0	5068.0
StAyqw	6066.0	175.0	450.0	4874.0	DJwYdl	LHTxOM	pfmxrL	1312.0	3993.0
FElhOR	8073.0	1095.0	3723.0	3546.0	uHjRAr	TuCZEm	wLOZRO	3834.0	3509.0
jithza	3127.0	381.0	745.0	3138.0	UPpvkc	AWvgct	SYnotp	1335.0	8803.0
JqymVN	7873.0	4466.0	1644.0	2827.0	JqymVN	pfmxrL	IrOLwQ	454.0	2604.0
CBcUxf	1609.0	275.0	1620.0	465.0	LHTxOM	uHjRAr	pfmxrL	4.0	6771.0
jithza	3167.0	843.0	615.0	570.0	DPIKud	DPIKud	HEBbwK	3514.0	2681.0
SYnotp	2498.0	1192.0	1733.0	1662.0	rIaMwY	StAyqw	MdNHJO	286.0	1341.0
JqymVN	247.0	583.0	451.0	307.0	StAyqw	SYnotp	pfmxrL	3113.0	861.0
WstBYV	62.0	2019.0	1132.0	798.0	CBcUxf	CBcUxf	TuCZEm	1303.0	2014.0
gkygIZ	447.0	118.0	1333.0	597.0	JqymVN	LHTxOM	gkygIZ	577.0	2047.0
gkygIZ	1911.0	5222.0	498.0	216.0	ReOawA	WstBYV	UPpvkc	159.0	3091.0
JqymVN	591.0	1946.0	325.0	958.0	epcVJK	DPIKud	rIaMwY	2302.0	630.0
wLOZRO	1915.0	473.0	3033.0	461.0	LHTxOM	MdNHJO	KVGcIg	957.0	7478.0
AWvgct	521.0	66.0	3559.0	364.0	ZigqKk	OhryCL	DJwYdl	2493.0	3194.0
pfmxrL	5078.0	1070.0	256.0	149.0	HEBbwK	CBcUxf	HEBbwK	4236.0	3068.0
KVGcIg	3924.0	151.0	3501.0	598.0	cpWqOw	uHjRAr	OhryCL	1562.0	2156.0
DPIKud	63.0	5832.0	1687.0	1962.0	WstBYV	UPpvkc	epcVJK	374.0	3141.0
wLOZRO	4310.0	1528.0	2937.0	809.0	rIaMwY	jithza	WstBYV	82.0	522.0
IrOLwQ	6.0	1289.0	3263.0	5183.0	epcVJK	StAyqw	UPpvkc	6459.0	1597.0
uHjRAr	57.0	968.0	87.0	1091.0	rIaMwY	wLOZRO	xuoBel	1407.0	3387.0
HEBbwK	1339.0	512.0	109.0	3263.0	MdNHJO	jithza	pfmxrL	2526.0	2326.0
UPpvkc	2825.0	227.0	7133.0	5529.0	jithza	StAyqw	xuoBel	1926.0	2669.0
MdNHJO	774.0	1046.0	285.0	2745.0	IrOLwQ	jithza	DJwYdl	3842.0	1074.0
StAyqw	1931.0	5185.0	6507.0	3815.0	IrOLwQ	DPIKud	xuoBel	1831.0	1223.0
IrOLwQ	6236.0	5628.0	387.0	83.0	OhryCL	eeVQAD	UPpvkc	554.0	4469.0
LHTxOM	1896.0	4360.0	247.0	974.0	JqymVN	cpWqOw	NwlieP	3604.0	1069.0
TuCZEm	2782.0	4150.0	3957.0	4136.0	jithza	UPpvkc	epcVJK	161.0	887.0
pfmxrL	491.0	2988.0	4123.0	1616.0	ZigqKk	LHTxOM	epcVJK	1770.0	3842.0
DPIKud	1555.0	7696.0	81.0	3237.0	IrOLwQ	eeVQAD	rIaMwY	1177.0	4301.0
gkygIZ	2588.0	520.0	4692.0	5754.0	AWvgct	wLOZRO	StAyqw	189.0	489.0
xuoBel	132.0	2512.0	34.0	5513.0	FElhOR	gkygIZ	IrOLwQ	574.0	668.0
cpWqOw	4945.0	44.0	1226.0	2125.0	gkygIZ	ZigqKk	DJwYdl	1215.0	3626.0
StAyqw	3249.0	6543.0	3819.0	2411.0	JqymVN	cpWqOw	gkygIZ	444.0	842.0
AWvgct	5190.0	3484.0	1541.0	1239.0	OhryCL	KVGcIg	cpWqOw	3988.0	1877.0
eeVQAD	5429.0	1146.0	3477.0	127.0	MdNHJO	WstBYV	uHjRAr	3021.0	2310.0
ZigqKk	6912.0	1504.0	65.0	888.0	WstBYV	FElhOR	wLOZRO	8221.0	3214.0
LHTxOM	6180.0	2226.0	3303.0	540.0	UPpvkc	DPIKud	cpWqOw	6143.0	1416.0
xuoBel	1133.0	8.0	2938.0	50.0	FElhOR	KVGcIg	FElhOR	714.0	4808.0
AWvgct	749.0	376.0	764.0	7629.0	MdNHJO	rIaMwY	StAyqw	5015.0	1007.0
rIaMwY	1292.0	3249.0	5386.0	4151.0	uHjRAr	xuoBel	IrOLwQ	365.0	7254.0
wLOZRO	922.0	370.0	436.0	325.0	LHTxOM	DJwYdl	wLOZRO	767.0	6434.0
uHjRAr	2950.0	7917.0	560.0	17.0	ZigqKk	HEBbwK	xuoBel	7012.0	718.0
UPpvkc	3360.0	59.0	4337.0	5931.0	FElhOR	wLOZRO	OhryCL	2339.0	1933.0
FElhOR	37.0	2061.0	8387.0	6290.0	rIaMwY	SYnotp	KVGcIg	3426.0	5902.0
JqymVN	3501.0	321.0	560.0	3713.0	rIaMwY	OhryCL	WstBYV	5536.0	552.0
pfmxrL	6403.0	3117.0	1212.0	1450.0	eeVQAD	StAyqw	wLOZRO	3631.0	3211.0
uHjRAr	2605.0	125.0	962.0	4147.0	DJwYdl	rIaMwY	eeVQAD	77.0	6379.0
CBcUxf	2476.0	1110.0	6845.0	283.0	CBcUxf	wLOZRO	epcVJK	2814.0	3376.0
AWvgct	551.0	397.0	2257.0	6277.0	NwlieP	uHjRAr	SYnotp	286.0	709.0
DPIKud	2155.0	9641.0	4036.0	123.0	UPpvkc	ZigqKk	StAyqw	4060.0	774.0
SYnotp	243.0	1596.0	389.0	1230.0	cpWqOw	LHTxOM	AWvgct	220.0	4418.0
xuoBel	1621.0	3099.0	950.0	3029.0	DJwYdl	gkygIZ	FElhOR	3500.0	778.0
DJwYdl	1677.0	1632.0	452.0	4293.0	CBcUxf	AWvgct	KVGcIg	1045.0	206.0
JqymVN	4816.0	1189.0	331.0	1764.0	StAyqw	UPpvkc	HEBbwK	5766.0	7877.0
pfmxrL	6252.0	193.0	2166.0	452.0	ReOawA	wLOZRO	KVGcIg	3816.0	2365.0
xuoBel	1284.0	348.0	37.0	1534.0	DJwYdl	ZigqKk	AWvgct	1388.0	897.0
ZigqKk	1491.0	4260.0	5774.0	3895.0	ZigqKk	HEBbwK	IrOLwQ	1975.0	690.0
DJwYdl	108.0	1993.0	5078.0	4870.0	WstBYV	DJwYdl	WstBYV	503.0	1091.0
gkygIZ	7940.0	1646.0	144.0	1815.0	epcVJK	HEBbwK	rIaMwY	864.0	0.0
OhryCL	6909.0	3603.0	2190.0	7460.0	TuCZEm	JqymVN	FElhOR	1937.0	6358.0
OhryCL	3110.0	4289.0	1203.0	3745.0	LHTxOM	pfmxrL	WstBYV	6995.0	7793.0
pfmxrL	525.0	1517.0	632.0	1165.0	CBcUxf	gkygIZ	WstBYV	1584.0	3359.0
pfmxrL	1352.0	4420.0	5543.0	72.0	NwlieP	CBcUxf	DJwYdl	8909.0	7324.0
OhryCL	3979.0	1364.0	1972.0	6497.0	jithza	jithza	ZigqKk	220.0	351.0
eeVQAD	3774.0	349.0	3190.0	306.0	gkygIZ	MdNHJO	AWvgct	223.0	4591.0
HEBbwK	741.0	92.0	5263.0	5591.0	ReOawA	cpWqOw	StAyqw	1369.0	9081.0
JqymVN	4396.0	5881.0	92.0	7690.0	CBcUxf	uHjRAr	HEBbwK	609.0	1026.0
AWvgct	5435.0	1631.0	526.0	1420.0	FElhOR	DPIKud	UPpvkc	3929.0	6025.0
cpWqOw	2833.0	278.0	6253.0	116.0	JqymVN	ZigqKk	LHTxOM	2323.0	3391.0
